7;9;2020;74;2;Afghanistan;3
6;9;2020;20;0;Afghanistan;3
5;9;2020;16;0;Afghanistan;3
4;9;2020;45;1;Afghanistan;3
3;9;2020;38;3;Afghanistan;3
2;9;2020;9;0;Afghanistan;3
1;9;2020;34;4;Afghanistan;3
31;8;2020;19;0;Afghanistan;3
30;8;2020;3;0;Afghanistan;3
29;8;2020;11;1;Afghanistan;3
28;8;2020;3;0;Afghanistan;3
27;8;2020;55;4;Afghanistan;3
26;8;2020;1;0;Afghanistan;3
25;8;2020;71;10;Afghanistan;3
24;8;2020;0;0;Afghanistan;3
23;8;2020;105;2;Afghanistan;3
22;8;2020;38;0;Afghanistan;3
21;8;2020;97;2;Afghanistan;3
20;8;2020;160;8;Afghanistan;3
19;8;2020;0;0;Afghanistan;3
18;8;2020;3;0;Afghanistan;3
17;8;2020;45;5;Afghanistan;3
16;8;2020;120;7;Afghanistan;3
15;8;2020;7;0;Afghanistan;3
14;8;2020;79;9;Afghanistan;3
13;8;2020;76;10;Afghanistan;3
12;8;2020;215;32;Afghanistan;3
11;8;2020;0;0;Afghanistan;3
10;8;2020;0;0;Afghanistan;3
9;8;2020;39;5;Afghanistan;3
8;8;2020;78;9;Afghanistan;3
7;8;2020;41;0;Afghanistan;3
6;8;2020;67;4;Afghanistan;3
5;8;2020;82;6;Afghanistan;3
4;8;2020;37;4;Afghanistan;3
3;8;2020;0;1;Afghanistan;3
2;8;2020;0;0;Afghanistan;3
1;8;2020;168;12;Afghanistan;3
31;7;2020;71;0;Afghanistan;3
30;7;2020;0;0;Afghanistan;3
29;7;2020;103;1;Afghanistan;3
28;7;2020;105;1;Afghanistan;3
27;7;2020;106;10;Afghanistan;3
26;7;2020;121;13;Afghanistan;3
25;7;2020;108;35;Afghanistan;3
24;7;2020;13;0;Afghanistan;3
23;7;2020;188;21;Afghanistan;3
22;7;2020;112;4;Afghanistan;3
21;7;2020;140;5;Afghanistan;3
20;7;2020;174;17;Afghanistan;3
19;7;2020;12;17;Afghanistan;3
18;7;2020;219;32;Afghanistan;3
17;7;2020;76;21;Afghanistan;3
16;7;2020;254;49;Afghanistan;3
15;7;2020;285;33;Afghanistan;3
14;7;2020;4;2;Afghanistan;3
13;7;2020;0;0;Afghanistan;3
12;7;2020;85;16;Afghanistan;3
11;7;2020;458;37;Afghanistan;3
10;7;2020;255;20;Afghanistan;3
9;7;2020;59;1;Afghanistan;3
8;7;2020;210;16;Afghanistan;3
7;7;2020;433;56;Afghanistan;3
6;7;2020;279;38;Afghanistan;3
5;7;2020;348;7;Afghanistan;3
4;7;2020;302;12;Afghanistan;3
3;7;2020;186;33;Afghanistan;3
2;7;2020;319;28;Afghanistan;3
1;7;2020;279;13;Afghanistan;3
30;6;2020;271;12;Afghanistan;3
29;6;2020;351;18;Afghanistan;3
28;6;2020;165;20;Afghanistan;3
27;6;2020;276;8;Afghanistan;3
26;6;2020;460;36;Afghanistan;3
25;6;2020;234;21;Afghanistan;3
24;6;2020;338;20;Afghanistan;3
23;6;2020;310;17;Afghanistan;3
22;6;2020;409;12;Afghanistan;3
21;6;2020;546;21;Afghanistan;3
20;6;2020;346;2;Afghanistan;3
19;6;2020;658;42;Afghanistan;3
18;6;2020;564;13;Afghanistan;3
17;6;2020;783;13;Afghanistan;3
16;6;2020;761;7;Afghanistan;3
15;6;2020;664;20;Afghanistan;3
14;6;2020;556;5;Afghanistan;3
13;6;2020;656;20;Afghanistan;3
12;6;2020;747;21;Afghanistan;3
11;6;2020;684;21;Afghanistan;3
10;6;2020;542;15;Afghanistan;3
9;6;2020;575;12;Afghanistan;3
8;6;2020;791;30;Afghanistan;3
7;6;2020;582;18;Afghanistan;3
6;6;2020;915;9;Afghanistan;3
5;6;2020;787;6;Afghanistan;3
4;6;2020;758;24;Afghanistan;3
3;6;2020;759;5;Afghanistan;3
2;6;2020;545;8;Afghanistan;3
1;6;2020;680;8;Afghanistan;3
31;5;2020;866;3;Afghanistan;3
30;5;2020;623;11;Afghanistan;3
29;5;2020;580;8;Afghanistan;3
28;5;2020;625;7;Afghanistan;3
27;5;2020;658;1;Afghanistan;3
26;5;2020;591;1;Afghanistan;3
25;5;2020;584;2;Afghanistan;3
24;5;2020;782;11;Afghanistan;3
23;5;2020;540;12;Afghanistan;3
22;5;2020;531;6;Afghanistan;3
21;5;2020;492;9;Afghanistan;3
20;5;2020;581;5;Afghanistan;3
19;5;2020;408;4;Afghanistan;3
18;5;2020;262;1;Afghanistan;3
17;5;2020;0;0;Afghanistan;3
16;5;2020;1063;32;Afghanistan;3
15;5;2020;113;6;Afghanistan;3
14;5;2020;259;3;Afghanistan;3
13;5;2020;280;5;Afghanistan;3
12;5;2020;285;2;Afghanistan;3
11;5;2020;369;5;Afghanistan;3
10;5;2020;255;6;Afghanistan;3
9;5;2020;215;3;Afghanistan;3
8;5;2020;171;2;Afghanistan;3
7;5;2020;168;9;Afghanistan;3
6;5;2020;330;5;Afghanistan;3
5;5;2020;190;5;Afghanistan;3
4;5;2020;235;13;Afghanistan;3
3;5;2020;134;4;Afghanistan;3
2;5;2020;164;4;Afghanistan;3
1;5;2020;222;4;Afghanistan;3
30;4;2020;122;0;Afghanistan;3
29;4;2020;124;3;Afghanistan;3
28;4;2020;172;0;Afghanistan;3
27;4;2020;68;10;Afghanistan;3
26;4;2020;112;4;Afghanistan;3
25;4;2020;70;1;Afghanistan;3
24;4;2020;105;2;Afghanistan;3
23;4;2020;84;4;Afghanistan;3
22;4;2020;61;1;Afghanistan;3
21;4;2020;35;2;Afghanistan;3
20;4;2020;88;3;Afghanistan;3
19;4;2020;63;0;Afghanistan;3
18;4;2020;51;1;Afghanistan;3
17;4;2020;10;4;Afghanistan;3
16;4;2020;70;2;Afghanistan;3
15;4;2020;49;2;Afghanistan;3
14;4;2020;58;3;Afghanistan;3
13;4;2020;52;0;Afghanistan;3
12;4;2020;34;3;Afghanistan;3
11;4;2020;37;0;Afghanistan;3
10;4;2020;61;1;Afghanistan;3
9;4;2020;56;3;Afghanistan;3
8;4;2020;30;4;Afghanistan;3
7;4;2020;38;0;Afghanistan;3
6;4;2020;29;2;Afghanistan;3
5;4;2020;35;1;Afghanistan;3
4;4;2020;0;0;Afghanistan;3
3;4;2020;43;0;Afghanistan;3
2;4;2020;26;0;Afghanistan;3
1;4;2020;25;0;Afghanistan;3
31;3;2020;27;0;Afghanistan;3
30;3;2020;8;1;Afghanistan;3
29;3;2020;15;1;Afghanistan;3
28;3;2020;16;1;Afghanistan;3
27;3;2020;0;0;Afghanistan;3
26;3;2020;33;0;Afghanistan;3
25;3;2020;2;0;Afghanistan;3
24;3;2020;6;1;Afghanistan;3
23;3;2020;10;0;Afghanistan;3
22;3;2020;0;0;Afghanistan;3
21;3;2020;2;0;Afghanistan;3
20;3;2020;0;0;Afghanistan;3
19;3;2020;0;0;Afghanistan;3
18;3;2020;1;0;Afghanistan;3
17;3;2020;5;0;Afghanistan;3
16;3;2020;6;0;Afghanistan;3
15;3;2020;3;0;Afghanistan;3
11;3;2020;3;0;Afghanistan;3
8;3;2020;3;0;Afghanistan;3
2;3;2020;0;0;Afghanistan;3
1;3;2020;0;0;Afghanistan;3
29;2;2020;0;0;Afghanistan;3
28;2;2020;0;0;Afghanistan;3
27;2;2020;0;0;Afghanistan;3
26;2;2020;0;0;Afghanistan;3
25;2;2020;1;0;Afghanistan;3
24;2;2020;0;0;Afghanistan;3
23;2;2020;0;0;Afghanistan;3
22;2;2020;0;0;Afghanistan;3
21;2;2020;0;0;Afghanistan;3
20;2;2020;0;0;Afghanistan;3
19;2;2020;0;0;Afghanistan;3
18;2;2020;0;0;Afghanistan;3
17;2;2020;0;0;Afghanistan;3
16;2;2020;0;0;Afghanistan;3
15;2;2020;0;0;Afghanistan;3
14;2;2020;0;0;Afghanistan;3
13;2;2020;0;0;Afghanistan;3
12;2;2020;0;0;Afghanistan;3
11;2;2020;0;0;Afghanistan;3
10;2;2020;0;0;Afghanistan;3
9;2;2020;0;0;Afghanistan;3
8;2;2020;0;0;Afghanistan;3
7;2;2020;0;0;Afghanistan;3
6;2;2020;0;0;Afghanistan;3
5;2;2020;0;0;Afghanistan;3
4;2;2020;0;0;Afghanistan;3
3;2;2020;0;0;Afghanistan;3
2;2;2020;0;0;Afghanistan;3
1;2;2020;0;0;Afghanistan;3
31;1;2020;0;0;Afghanistan;3
30;1;2020;0;0;Afghanistan;3
29;1;2020;0;0;Afghanistan;3
28;1;2020;0;0;Afghanistan;3
27;1;2020;0;0;Afghanistan;3
26;1;2020;0;0;Afghanistan;3
25;1;2020;0;0;Afghanistan;3
24;1;2020;0;0;Afghanistan;3
23;1;2020;0;0;Afghanistan;3
22;1;2020;0;0;Afghanistan;3
21;1;2020;0;0;Afghanistan;3
20;1;2020;0;0;Afghanistan;3
19;1;2020;0;0;Afghanistan;3
18;1;2020;0;0;Afghanistan;3
17;1;2020;0;0;Afghanistan;3
16;1;2020;0;0;Afghanistan;3
15;1;2020;0;0;Afghanistan;3
14;1;2020;0;0;Afghanistan;3
13;1;2020;0;0;Afghanistan;3
12;1;2020;0;0;Afghanistan;3
11;1;2020;0;0;Afghanistan;3
10;1;2020;0;0;Afghanistan;3
9;1;2020;0;0;Afghanistan;3
8;1;2020;0;0;Afghanistan;3
7;1;2020;0;0;Afghanistan;3
6;1;2020;0;0;Afghanistan;3
5;1;2020;0;0;Afghanistan;3
4;1;2020;0;0;Afghanistan;3
3;1;2020;0;0;Afghanistan;3
2;1;2020;0;0;Afghanistan;3
1;1;2020;0;0;Afghanistan;3
31;12;2019;0;0;Afghanistan;3
6;12;2020;846;19;Albania;4
5;12;2020;801;18;Albania;4
4;12;2020;782;13;Albania;4
3;12;2020;705;17;Albania;4
2;12;2020;832;12;Albania;4
1;12;2020;557;12;Albania;4
30;11;2020;835;11;Albania;4
29;11;2020;545;16;Albania;4
28;11;2020;645;18;Albania;4
27;11;2020;656;10;Albania;4
26;11;2020;644;8;Albania;4
25;11;2020;744;19;Albania;4
24;11;2020;795;17;Albania;4
23;11;2020;565;14;Albania;4
22;11;2020;737;13;Albania;4
21;11;2020;836;15;Albania;4
20;11;2020;786;11;Albania;4
19;11;2020;711;9;Albania;4
18;11;2020;694;6;Albania;4
17;11;2020;602;8;Albania;4
16;11;2020;597;11;Albania;4
15;11;2020;532;7;Albania;4
14;11;2020;490;7;Albania;4
13;11;2020;410;8;Albania;4
12;11;2020;507;11;Albania;4
11;11;2020;563;8;Albania;4
10;11;2020;525;12;Albania;4
9;11;2020;501;2;Albania;4
8;11;2020;495;8;Albania;4
7;11;2020;489;6;Albania;4
6;11;2020;421;7;Albania;4
5;11;2020;396;4;Albania;4
4;11;2020;381;5;Albania;4
3;11;2020;321;9;Albania;4
2;11;2020;327;9;Albania;4
1;11;2020;241;7;Albania;4
31;10;2020;319;3;Albania;4
30;10;2020;275;6;Albania;4
29;10;2020;311;6;Albania;4
28;10;2020;284;7;Albania;4
27;10;2020;288;3;Albania;4
26;10;2020;299;4;Albania;4
25;10;2020;302;4;Albania;4
24;10;2020;306;4;Albania;4
23;10;2020;302;3;Albania;4
22;10;2020;297;4;Albania;4
21;10;2020;301;4;Albania;4
20;10;2020;295;3;Albania;4
19;10;2020;281;3;Albania;4
18;10;2020;273;5;Albania;4
17;10;2020;289;4;Albania;4
16;10;2020;257;5;Albania;4
15;10;2020;203;5;Albania;4
14;10;2020;182;5;Albania;4
13;10;2020;171;4;Albania;4
12;10;2020;168;4;Albania;4
11;10;2020;165;3;Albania;4
10;10;2020;167;2;Albania;4
9;10;2020;169;4;Albania;4
8;10;2020;162;4;Albania;4
7;10;2020;158;3;Albania;4
6;10;2020;144;4;Albania;4
5;10;2020;149;4;Albania;4
4;10;2020;152;3;Albania;4
3;10;2020;159;1;Albania;4
2;10;2020;157;1;Albania;4
1;10;2020;131;3;Albania;4
30;9;2020;127;4;Albania;4
29;9;2020;132;3;Albania;4
28;9;2020;106;2;Albania;4
27;9;2020;108;2;Albania;4
26;9;2020;124;3;Albania;4
25;9;2020;134;0;Albania;4
24;9;2020;121;3;Albania;4
23;9;2020;131;3;Albania;4
22;9;2020;150;2;Albania;4
21;9;2020;159;4;Albania;4
20;9;2020;153;5;Albania;4
19;9;2020;125;5;Albania;4
18;9;2020;132;5;Albania;4
17;9;2020;144;3;Albania;4
16;9;2020;152;2;Albania;4
15;9;2020;167;4;Albania;4
14;9;2020;168;4;Albania;4
13;9;2020;164;3;Albania;4
12;9;2020;161;3;Albania;4
11;9;2020;156;2;Albania;4
10;9;2020;151;1;Albania;4
9;9;2020;147;2;Albania;4
8;9;2020;151;3;Albania;4
7;9;2020;153;4;Albania;4
6;9;2020;135;6;Albania;4
5;9;2020;123;5;Albania;4
4;9;2020;116;5;Albania;4
3;9;2020;122;6;Albania;4
2;9;2020;93;6;Albania;4
1;9;2020;133;4;Albania;4
31;8;2020;101;5;Albania;4
30;8;2020;84;4;Albania;4
29;8;2020;112;5;Albania;4
28;8;2020;156;3;Albania;4
27;8;2020;168;4;Albania;4
26;8;2020;154;5;Albania;4
25;8;2020;178;4;Albania;4
24;8;2020;152;5;Albania;4
23;8;2020;156;5;Albania;4
22;8;2020;152;2;Albania;4
21;8;2020;155;4;Albania;4
20;8;2020;158;2;Albania;4
19;8;2020;155;2;Albania;4
18;8;2020;119;2;Albania;4
17;8;2020;120;3;Albania;4
16;8;2020;143;6;Albania;4
15;8;2020;146;6;Albania;4
14;8;2020;154;5;Albania;4
13;8;2020;141;3;Albania;4
12;8;2020;140;5;Albania;4
11;8;2020;125;1;Albania;4
10;8;2020;136;6;Albania;4
9;8;2020;124;4;Albania;4
8;8;2020;135;1;Albania;4
7;8;2020;127;6;Albania;4
6;8;2020;139;6;Albania;4
5;8;2020;130;4;Albania;4
4;8;2020;101;6;Albania;4
3;8;2020;123;5;Albania;4
2;8;2020;120;4;Albania;4
1;8;2020;79;3;Albania;4
31;7;2020;92;4;Albania;4
30;7;2020;108;2;Albania;4
29;7;2020;117;4;Albania;4
28;7;2020;117;6;Albania;4
27;7;2020;126;4;Albania;4
26;7;2020;67;6;Albania;4
25;7;2020;104;5;Albania;4
24;7;2020;108;3;Albania;4
23;7;2020;68;3;Albania;4
22;7;2020;119;4;Albania;4
21;7;2020;81;1;Albania;4
20;7;2020;82;1;Albania;4
19;7;2020;102;4;Albania;4
18;7;2020;55;3;Albania;4
17;7;2020;99;3;Albania;4
16;7;2020;85;4;Albania;4
15;7;2020;96;2;Albania;4
14;7;2020;117;2;Albania;4
13;7;2020;83;4;Albania;4
12;7;2020;93;4;Albania;4
11;7;2020;90;2;Albania;4
10;7;2020;82;0;Albania;4
9;7;2020;68;2;Albania;4
8;7;2020;74;2;Albania;4
7;7;2020;71;3;Albania;4
6;7;2020;74;2;Albania;4
5;7;2020;67;2;Albania;4
4;7;2020;90;3;Albania;4
3;7;2020;82;4;Albania;4
2;7;2020;45;3;Albania;4
1;7;2020;69;4;Albania;4
30;6;2020;64;3;Albania;4
29;6;2020;72;2;Albania;4
28;6;2020;61;2;Albania;4
27;6;2020;77;2;Albania;4
26;6;2020;78;2;Albania;4
25;6;2020;67;2;Albania;4
24;6;2020;52;1;Albania;4
23;6;2020;68;0;Albania;4
22;6;2020;36;1;Albania;4
21;6;2020;53;1;Albania;4
20;6;2020;50;3;Albania;4
19;6;2020;66;1;Albania;4
18;6;2020;50;1;Albania;4
17;6;2020;82;1;Albania;4
16;6;2020;69;0;Albania;4
15;6;2020;57;0;Albania;4
14;6;2020;48;0;Albania;4
13;6;2020;31;1;Albania;4
12;6;2020;44;1;Albania;4
11;6;2020;42;0;Albania;4
10;6;2020;36;0;Albania;4
9;6;2020;17;0;Albania;4
8;6;2020;14;0;Albania;4
7;6;2020;20;1;Albania;4
6;6;2020;15;0;Albania;4
5;6;2020;13;0;Albania;4
4;6;2020;20;0;Albania;4
3;6;2020;21;0;Albania;4
2;6;2020;6;0;Albania;4
1;6;2020;15;0;Albania;4
31;5;2020;23;0;Albania;4
30;5;2020;23;0;Albania;4
29;5;2020;26;0;Albania;4
28;5;2020;21;0;Albania;4
27;5;2020;25;1;Albania;4
26;5;2020;6;0;Albania;4
25;5;2020;9;1;Albania;4
24;5;2020;8;0;Albania;4
23;5;2020;12;0;Albania;4
22;5;2020;5;0;Albania;4
21;5;2020;15;0;Albania;4
20;5;2020;1;0;Albania;4
19;5;2020;2;0;Albania;4
18;5;2020;13;0;Albania;4
17;5;2020;17;0;Albania;4
16;5;2020;18;0;Albania;4
15;5;2020;18;0;Albania;4
14;5;2020;4;0;Albania;4
13;5;2020;4;0;Albania;4
12;5;2020;4;0;Albania;4
11;5;2020;12;0;Albania;4
10;5;2020;6;0;Albania;4
9;5;2020;8;0;Albania;4
8;5;2020;10;0;Albania;4
7;5;2020;12;0;Albania;4
6;5;2020;17;0;Albania;4
5;5;2020;8;0;Albania;4
4;5;2020;6;0;Albania;4
3;5;2020;7;0;Albania;4
2;5;2020;9;0;Albania;4
1;5;2020;7;0;Albania;4
30;4;2020;16;1;Albania;4
29;4;2020;14;2;Albania;4
28;4;2020;10;0;Albania;4
27;4;2020;14;1;Albania;4
26;4;2020;34;0;Albania;4
25;4;2020;15;0;Albania;4
24;4;2020;29;0;Albania;4
23;4;2020;25;1;Albania;4
22;4;2020;25;0;Albania;4
21;4;2020;22;0;Albania;4
20;4;2020;14;0;Albania;4
19;4;2020;9;0;Albania;4
18;4;2020;21;0;Albania;4
17;4;2020;24;1;Albania;4
16;4;2020;19;1;Albania;4
15;4;2020;8;1;Albania;4
14;4;2020;21;0;Albania;4
13;4;2020;13;0;Albania;4
12;4;2020;17;0;Albania;4
11;4;2020;7;0;Albania;4
10;4;2020;9;1;Albania;4
9;4;2020;17;0;Albania;4
8;4;2020;6;0;Albania;4
7;4;2020;16;1;Albania;4
6;4;2020;28;2;Albania;4
5;4;2020;29;2;Albania;4
4;4;2020;27;1;Albania;4
3;4;2020;18;1;Albania;4
2;4;2020;16;0;Albania;4
1;4;2020;20;3;Albania;4
31;3;2020;11;2;Albania;4
30;3;2020;15;0;Albania;4
29;3;2020;11;1;Albania;4
28;3;2020;12;3;Albania;4
27;3;2020;28;1;Albania;4
26;3;2020;23;0;Albania;4
25;3;2020;23;1;Albania;4
24;3;2020;11;2;Albania;4
23;3;2020;13;0;Albania;4
22;3;2020;6;0;Albania;4
21;3;2020;0;0;Albania;4
20;3;2020;11;0;Albania;4
19;3;2020;4;1;Albania;4
18;3;2020;4;0;Albania;4
17;3;2020;9;0;Albania;4
16;3;2020;4;0;Albania;4
15;3;2020;5;0;Albania;4
14;3;2020;10;0;Albania;4
13;3;2020;12;0;Albania;4
12;3;2020;1;1;Albania;4
11;3;2020;4;0;Albania;4
10;3;2020;4;0;Albania;4
9;3;2020;2;0;Albania;4
6;12;2020;772;9;Algeria;1
5;12;2020;803;12;Algeria;1
4;12;2020;843;16;Algeria;1
3;12;2020;932;17;Algeria;1
2;12;2020;963;16;Algeria;1
1;12;2020;968;21;Algeria;1
30;11;2020;1009;17;Algeria;1
29;11;2020;1044;21;Algeria;1
28;11;2020;1058;20;Algeria;1
27;11;2020;1085;23;Algeria;1
26;11;2020;1025;20;Algeria;1
25;11;2020;1133;15;Algeria;1
24;11;2020;1005;19;Algeria;1
23;11;2020;1088;35;Algeria;1
22;11;2020;1019;1;Algeria;1
21;11;2020;1103;15;Algeria;1
20;11;2020;1023;18;Algeria;1
19;11;2020;1038;20;Algeria;1
18;11;2020;1002;18;Algeria;1
17;11;2020;910;14;Algeria;1
16;11;2020;860;15;Algeria;1
15;11;2020;844;14;Algeria;1
14;11;2020;867;14;Algeria;1
13;11;2020;851;18;Algeria;1
12;11;2020;811;16;Algeria;1
11;11;2020;753;15;Algeria;1
10;11;2020;642;14;Algeria;1
9;11;2020;670;12;Algeria;1
8;11;2020;581;12;Algeria;1
7;11;2020;631;13;Algeria;1
6;11;2020;642;12;Algeria;1
5;11;2020;548;10;Algeria;1
4;11;2020;405;9;Algeria;1
3;11;2020;302;7;Algeria;1
2;11;2020;330;9;Algeria;1
1;11;2020;291;8;Algeria;1
31;10;2020;319;7;Algeria;1
30;10;2020;306;8;Algeria;1
29;10;2020;320;10;Algeria;1
28;10;2020;287;9;Algeria;1
27;10;2020;276;8;Algeria;1
26;10;2020;263;7;Algeria;1
25;10;2020;250;10;Algeria;1
24;10;2020;273;9;Algeria;1
23;10;2020;266;8;Algeria;1
22;10;2020;252;15;Algeria;1
21;10;2020;223;0;Algeria;1
20;10;2020;214;9;Algeria;1
19;10;2020;199;10;Algeria;1
18;10;2020;215;5;Algeria;1
17;10;2020;211;5;Algeria;1
16;10;2020;193;9;Algeria;1
15;10;2020;185;9;Algeria;1
14;10;2020;174;9;Algeria;1
13;10;2020;153;8;Algeria;1
12;10;2020;132;6;Algeria;1
11;10;2020;136;6;Algeria;1
10;10;2020;146;6;Algeria;1
9;10;2020;138;4;Algeria;1
8;10;2020;121;6;Algeria;1
7;10;2020;129;5;Algeria;1
6;10;2020;134;8;Algeria;1
5;10;2020;141;4;Algeria;1
4;10;2020;148;7;Algeria;1
3;10;2020;157;8;Algeria;1
2;10;2020;160;7;Algeria;1
1;10;2020;162;8;Algeria;1
30;9;2020;155;7;Algeria;1
29;9;2020;146;5;Algeria;1
28;9;2020;153;3;Algeria;1
27;9;2020;160;4;Algeria;1
26;9;2020;175;4;Algeria;1
25;9;2020;179;5;Algeria;1
24;9;2020;186;9;Algeria;1
23;9;2020;191;10;Algeria;1
22;9;2020;197;7;Algeria;1
21;9;2020;203;7;Algeria;1
20;9;2020;210;6;Algeria;1
19;9;2020;219;5;Algeria;1
18;9;2020;228;9;Algeria;1
17;9;2020;232;13;Algeria;1
16;9;2020;238;12;Algeria;1
15;9;2020;242;8;Algeria;1
14;9;2020;247;7;Algeria;1
13;9;2020;255;6;Algeria;1
12;9;2020;264;8;Algeria;1
11;9;2020;272;10;Algeria;1
10;9;2020;278;10;Algeria;1
9;9;2020;285;9;Algeria;1
8;9;2020;289;6;Algeria;1
7;9;2020;293;7;Algeria;1
6;9;2020;298;10;Algeria;1
5;9;2020;304;8;Algeria;1
4;9;2020;311;6;Algeria;1
3;9;2020;325;7;Algeria;1
2;9;2020;339;8;Algeria;1
1;9;2020;348;9;Algeria;1
31;8;2020;364;10;Algeria;1
30;8;2020;379;8;Algeria;1
29;8;2020;387;8;Algeria;1
28;8;2020;397;10;Algeria;1
27;8;2020;391;9;Algeria;1
26;8;2020;370;10;Algeria;1
25;8;2020;398;11;Algeria;1
24;8;2020;392;11;Algeria;1
23;8;2020;401;6;Algeria;1
22;8;2020;409;7;Algeria;1
21;8;2020;411;9;Algeria;1
20;8;2020;403;11;Algeria;1
19;8;2020;419;12;Algeria;1
18;8;2020;442;9;Algeria;1
17;8;2020;450;10;Algeria;1
16;8;2020;469;9;Algeria;1
15;8;2020;477;10;Algeria;1
14;8;2020;488;8;Algeria;1
13;8;2020;495;11;Algeria;1
12;8;2020;492;10;Algeria;1
11;8;2020;498;10;Algeria;1
10;8;2020;521;9;Algeria;1
9;8;2020;538;11;Algeria;1
8;8;2020;529;9;Algeria;1
7;8;2020;571;12;Algeria;1
6;8;2020;551;13;Algeria;1
5;8;2020;532;9;Algeria;1
4;8;2020;507;8;Algeria;1
3;8;2020;515;8;Algeria;1
2;8;2020;556;13;Algeria;1
1;8;2020;563;10;Algeria;1
31;7;2020;602;14;Algeria;1
30;7;2020;614;12;Algeria;1
29;7;2020;642;11;Algeria;1
28;7;2020;616;8;Algeria;1
27;7;2020;593;9;Algeria;1
26;7;2020;605;10;Algeria;1
25;7;2020;675;12;Algeria;1
24;7;2020;612;13;Algeria;1
23;7;2020;594;11;Algeria;1
22;7;2020;587;13;Algeria;1
21;7;2020;607;9;Algeria;1
20;7;2020;535;10;Algeria;1
19;7;2020;601;11;Algeria;1
18;7;2020;593;5;Algeria;1
17;7;2020;585;12;Algeria;1
16;7;2020;554;12;Algeria;1
15;7;2020;527;10;Algeria;1
14;7;2020;494;7;Algeria;1
13;7;2020;483;7;Algeria;1
12;7;2020;470;8;Algeria;1
11;7;2020;434;8;Algeria;1
10;7;2020;460;10;Algeria;1
